context_index,variant,rounds,max_weight1_class_probability,max_weight1_class_log2_probability,max_weight1_class_start_bit,max_single_trail_probability,max_single_trail_log2_probability,class_minus_single_gap_bits,finite_4_16_decay_bits_per_round
143,position_only,12,5.3108986989347828e-18,-57.385749696512,97,8.2718061255302767e-25,-80.000000000000,22.614250303488,4.873793478411
143,position_only,16,7.3017018899220358e-24,-76.858041508922,97,1.2325951644078309e-32,-106.000000000000,29.141958491078,4.873793478411
143,rotor,4,2.2500753402709961e-06,-18.761595260675,1,1.4901161193847656e-08,-26.000000000000,7.238404739325,4.915006532876
143,rotor,8,2.8834851173442644e-12,-38.335323562478,87,1.1102230246251565e-16,-53.000000000000,14.664676437522,4.915006532876
143,rotor,12,3.3666477371600913e-18,-58.043392932586,87,8.2718061255302767e-25,-80.000000000000,21.956607067414,4.915006532876
143,rotor,16,4.0017056025689541e-24,-77.725659242321,87,1.2325951644078309e-32,-106.000000000000,28.274340757679,4.915006532876
143,round_only,4,2.2277235984802246e-06,-18.775998325802,126,1.4901161193847656e-08,-26.000000000000,7.224001674198,4.899006058285
143,round_only,8,2.9059116224416925e-12,-38.324146311728,126,1.1102230246251565e-16,-53.000000000000,14.675853688272,4.899006058285
143,round_only,12,3.7163323440574427e-18,-57.900826183194,126,8.2718061255302767e-25,-80.000000000000,22.099173816806,4.899006058285
143,round_only,16,4.4560182195608968e-24,-77.570519145782,126,6.1629758220391547e-33,-107.000000000000,29.429480854218,4.899006058285
144,static,4,2.9206275939941406e-06,-18.385290155885,24,1.4901161193847656e-08,-26.000000000000,7.614709844115,4.969489750479
144,static,8,3.0013491691960326e-12,-38.277525970540,24,1.1102230246251565e-16,-53.000000000000,14.722474029460,4.969489750479
144,static,12,3.2752546709294269e-18,-58.083098618665,24,8.2718061255302767e-25,-80.000000000000,21.916901381335,4.969489750479
144,static,16,3.2109013275301297e-24,-78.043295946232,24,6.1629758220391547e-33,-107.000000000000,28.956704053768,4.969489750479
144,position_only,4,2.1755695343017578e-06,-18.810175441120,122,1.4901161193847656e-08,-26.000000000000,7.189824558880,5.025789469221
144,position_only,8,1.8972046156306988e-12,-38.939261855241,122,1.1102230246251565e-16,-53.000000000000,14.060738144759,5.025789469221
144,position_only,12,1.7413001822320631e-18,-58.994540777765,122,1.6543612251060553e-24,-79.000000000000,20.005459222235,5.025789469221
144,position_only,16,1.5059413184643036e-24,-79.135608723230,122,1.2325951644078309e-32,-106.000000000000,26.864391276770,5.025789469221
144,rotor,4,2.0563602447509766e-06,-18.891475543222,98,1.4901161193847656e-08,-26.000000000000,7.108524456778,4.986802097928
144,rotor,8,1.8367946053032824e-12,-38.985946828736,51,2.2204460492503131e-16,-52.000000000000,13.014053171264,4.986802097928
144,rotor,12,1.8837194355117095e-18,-58.881121604560,51,1.6543612251060553e-24,-79.000000000000,20.118878395440,4.986802097928
144,rotor,16,1.9667710441505185e-24,-78.750445256993,51,1.2325951644078309e-32,-106.000000000000,27.249554743007,4.986802097928
144,round_only,4,1.9297003746032715e-06,-18.983191712313,4,1.4901161193847656e-08,-26.000000000000,7.016808287687,5.005440820439
144,round_only,8,1.8619827901744657e-12,-38.966297400147,76,1.1102230246251565e-16,-53.000000000000,14.033702599853,5.005440820439
144,round_only,12,1.6708688033016816e-18,-59.054107250610,58,8.2718061255302767e-25,-80.000000000000,20.945892749390,5.005440820439
144,round_only,16,1.6242888842414652e-24,-79.026466034676,76,6.1629758220391547e-33,-107.000000000000,27.973533965324,5.005440820439
145,static,4,3.0808150768280029e-06,-18.308256480829,94,7.4505805969238281e-09,-27.000000000000,8.691743519171,4.875450981083
145,static,8,4.6299214462308669e-12,-37.652149422505,94,5.5511151231257827e-17,-54.000000000000,16.347850577495,4.875450981083
145,static,12,5.9481078746355399e-18,-57.222274895688,94,4.1359030627651384e-25,-81.000000000000,23.777725104312,4.875450981083
145,static,16,7.6495764699416566e-24,-76.790894404214,94,3.0814879110195774e-33,-108.000000000000,31.209105595786,4.875450981083
145,position_only,4,2.3059546947479248e-06,-18.726204400786,63,1.4901161193847656e-08,-26.000000000000,7.273795599214,5.031293034521
145,position_only,8,1.8889056985216257e-12,-38.945586460041,63,5.5511151231257827e-17,-54.000000000000,15.054413539959,5.031293034521
145,position_only,12,1.6897887503562421e-18,-59.037862809313,63,4.1359030627651384e-25,-81.000000000000,21.962137190687,5.031293034521
145,position_only,16,1.5300599694990863e-24,-79.112686077971,63,3.0814879110195774e-33,-108.000000000000,28.887313922029,5.031293034521
145,rotor,4,2.5182962417602539e-06,-18.599120563718,3,7.4505805969238281e-09,-27.000000000000,8.400879436282,4.950468119804
145,rotor,8,2.6890295545811682e-12,-38.436051526980,3,5.5511151231257827e-17,-54.000000000000,15.563948473020,4.950468119804
145,rotor,12,3.067888866566085e-18,-58.177459485418,3,4.1359030627651384e-25,-81.000000000000,22.822540514582,4.950468119804
145,rotor,16,3.2521221263078782e-24,-78.024892841621,3,3.0814879110195774e-33,-108.000000000000,29.975107158379,4.950468119804
145,round_only,4,2.1010637283325195e-06,-18.860448647601,2,7.4505805969238281e-09,-27.000000000000,8.139551352399,4.972436510527
145,round_only,8,2.079017513700876e-12,-38.807235227098,2,1.1102230246251565e-16,-53.000000000000,14.192764772902,4.972436510527
145,round_only,12,2.1947359854104094e-18,-58.660658306001,2,4.1359030627651384e-25,-81.000000000000,22.339341693999,4.972436510527
145,round_only,16,2.2728143554816056e-24,-78.541794428321,2,3.0814879110195774e-33,-108.000000000000,29.458205571679,4.972436510527
146,static,4,2.7380883693695068e-06,-18.478399560276,64,1.4901161193847656e-08,-26.000000000000,7.521600439724,4.932818932322
146,static,8,3.255173908200959e-12,-38.160402516979,64,5.5511151231257827e-17,-54.000000000000,15.839597483021,4.932818932322
146,static,12,3.7480640780295308e-18,-57.888560090017,64,4.1359030627651384e-25,-81.000000000000,23.111439909983,4.932818932322
146,static,16,4.1497031704924573e-24,-77.673266133554,64,3.0814879110195774e-33,-108.000000000000,30.326733866446,4.932818932322
146,position_only,4,2.4437904357910156e-06,-18.642447995382,103,1.4901161193847656e-08,-26.000000000000,7.357552004618,5.014726378932
146,position_only,8,2.3978596885854131e-12,-38.601389897121,103,2.2204460492503131e-16,-52.000000000000,13.398610102879,5.014726378932
146,position_only,12,2.0504491134039831e-18,-58.758765767648,103,1.6543612251060553e-24,-79.000000000000,20.241234232352,5.014726378932
146,position_only,16,1.9184393903877916e-24,-78.786341090969,103,6.1629758220391547e-33,-107.000000000000,28.213658909031,5.014726378932
146,rotor,4,2.4028122425079346e-06,-18.666844649689,100,7.4505805969238281e-09,-27.000000000000,8.333155350311,4.978615093421
146,rotor,8,2.5635465972229099e-12,-38.504996017012,100,1.1102230246251565e-16,-53.000000000000,14.495003982988,4.978615093421
146,rotor,12,2.394750532272416e-18,-58.534830333681,100,8.2718061255302767e-25,-80.000000000000,21.465169666319,4.978615093421
146,rotor,16,2.5570962897037799e-24,-78.371767789747,100,3.0814879110195774e-33,-108.000000000000,29.628232210253,4.978615093421
146,round_only,4,2.1010637283325195e-06,-18.860448647601,36,1.4901161193847656e-08,-26.000000000000,7.139551352399,4.974860862620
146,round_only,8,2.2578189318167574e-12,-38.688207346357,36,1.1102230246251565e-16,-53.000000000000,14.311792653643,4.974860862620
146,round_only,12,2.2195496977269868e-18,-58.644438695700,36,8.2718061255302767e-25,-80.000000000000,21.355561304300,4.974860862620
146,round_only,16,2.2758801372413358e-24,-78.539849699424,36,6.1629758220391547e-33,-107.000000000000,28.460150300576,4.974860862620
147,static,4,3.3266842365264893e-06,-18.197483634879,40,1.4901161193847656e-08,-26.000000000000,7.802516365121,4.910619265956
147,static,8,3.5320912861180886e-12,-38.042614509046,40,1.1102230246251565e-16,-53.000000000000,14.957385490954,4.910619265956
147,static,12,4.5301077710010126e-18,-57.615160335661,43,1.6543612251060553e-24,-79.000000000000,21.384839664339,4.910619265956
