context_index,variant,mean_one_step_retention_probability,neglog2_mean_one_step_retention,distinct_sbox_input_differences_over_16_rounds
151,round_only,0.0313262939453125,4.996482087891,194
152,static,0.03057861328125,5.031333206805,99
152,position_only,0.0308837890625,5.017006425306,100
152,rotor,0.031219482421875,5.001409570255,196
152,round_only,0.031219482421875,5.001409570255,196
153,static,0.03057861328125,5.031333206805,102
153,position_only,0.03118896484375,5.002820519062,96
153,rotor,0.031829833984375,4.973476557480,192
153,round_only,0.031829833984375,4.973476557480,192
154,static,0.030517578125,5.034215715338,99
154,position_only,0.03118896484375,5.002820519062,98
154,rotor,0.0316619873046875,4.981104378878,191
154,round_only,0.0316619873046875,4.981104378878,191
155,static,0.03076171875,5.022720076500,102
155,position_only,0.03173828125,4.977632186972,93
155,rotor,0.0322418212890625,4.954922948065,198
155,round_only,0.0322418212890625,4.954922948065,198
156,static,0.03192138671875,4.969332863753,91
156,position_only,0.03009033203125,5.054556163622,96
156,rotor,0.0318145751953125,4.974168331668,187
156,round_only,0.0318145751953125,4.974168331668,187
157,static,0.0308837890625,5.017006425306,92
157,position_only,0.031494140625,4.988772744577,97
157,rotor,0.031097412109375,5.007061663834,194
157,round_only,0.031097412109375,5.007061663834,194
158,static,0.03155517578125,4.985979529685,96
158,position_only,0.03387451171875,4.883656038763,103
158,rotor,0.032867431640625,4.927197465456,195
158,round_only,0.032867431640625,4.927197465456,195
159,static,0.03302001953125,4.920515216173,95
159,position_only,0.033447265625,4.901967917039,102
159,rotor,0.0323028564453125,4.952194445992,191
159,round_only,0.0323028564453125,4.952194445992,191
160,static,0.03173828125,4.977632186972,97
160,position_only,0.032470703125,4.944717564499,102
160,rotor,0.031829833984375,4.973476557480,194
160,round_only,0.031829833984375,4.973476557480,194
161,static,0.031494140625,4.988772744577,98
161,position_only,0.0306396484375,5.028456446049,103
161,rotor,0.0310821533203125,5.007769735034,204
161,round_only,0.0310821533203125,5.007769735034,204
162,static,0.032470703125,4.944717564499,101
162,position_only,0.0311279296875,5.005646563141,103
162,rotor,0.0317230224609375,4.978325957142,186
162,round_only,0.0317230224609375,4.978325957142,186
163,static,0.03179931640625,4.974860437721,99
163,position_only,0.03131103515625,4.997184984393,99
163,rotor,0.0313873291015625,4.993673921475,193
163,round_only,0.0313873291015625,4.993673921475,193
164,static,0.03076171875,5.022720076500,97
164,position_only,0.032958984375,4.923184402949,98
164,rotor,0.03155517578125,4.985979529685,202
164,round_only,0.03155517578125,4.985979529685,202
165,static,0.03277587890625,4.931221722015,98
165,position_only,0.03369140625,4.891475543222,102
165,rotor,0.032440185546875,4.946074118469,200
165,round_only,0.032440185546875,4.946074118469,200
166,static,0.031982421875,4.966576998463,91
166,position_only,0.0318603515625,4.972094003430,97
166,rotor,0.031494140625,4.988772744577,201
166,round_only,0.031494140625,4.988772744577,201
167,static,0.0303955078125,5.039998067932,89
167,position_only,0.03277587890625,4.931221722015,99
167,rotor,0.0316925048828125,4.979714499155,186
167,round_only,0.0316925048828125,4.979714499155,186
168,static,0.0303955078125,5.039998067932,100
168,position_only,0.03045654296875,5.037103994663,96
168,rotor,0.0312042236328125,5.002114872171,202
168,round_only,0.0312042236328125,5.002114872171,202
169,static,0.0323486328125,4.950151450549,97
169,position_only,0.031494140625,4.988772744577,100
169,rotor,0.0317230224609375,4.978325957142,193
169,round_only,0.0317230224609375,4.978325957142,193
170,static,0.0313720703125,4.994375450806,97
170,position_only,0.03240966796875,4.947431949196,99
170,rotor,0.031585693359375,4.984584947613,198
170,round_only,0.031585693359375,4.984584947613,198
171,static,0.03204345703125,4.963826387447,105
171,position_only,0.0318603515625,4.972094003430,102
171,rotor,0.03173828125,4.977632186972,195
171,round_only,0.03173828125,4.977632186972,195
172,static,0.0311279296875,5.005646563141,93
172,position_only,0.03106689453125,5.008478153924,94
172,rotor,0.0312957763671875,4.997888223520,192
172,round_only,0.0312957763671875,4.997888223520,192
173,static,0.0313720703125,4.994375450806,98
173,position_only,0.0321044921875,4.961081010708,103
173,rotor,0.0315704345703125,4.985282070140,202
173,round_only,0.0315704345703125,4.985282070140,202
174,static,0.031982421875,4.966576998463,96
174,position_only,0.0311279296875,5.005646563141,96
174,rotor,0.030731201171875,5.024152031993,198
174,round_only,0.030731201171875,5.024152031993,198
175,static,0.0306396484375,5.028456446049,96
175,position_only,0.030029296875,5.057485494661,97
175,rotor,0.03131103515625,4.997184984393,191
175,round_only,0.03131103515625,4.997184984393,191
176,static,0.03033447265625,5.042897958438,94
176,position_only,0.03106689453125,5.008478153924,96
176,rotor,0.03118896484375,5.002820519062,190
176,round_only,0.03118896484375,5.002820519062,190
177,static,0.03057861328125,5.031333206805,98
177,position_only,0.03131103515625,4.997184984393,97
177,rotor,0.0313873291015625,4.993673921475,204
177,round_only,0.0313873291015625,4.993673921475,204
178,static,0.03179931640625,4.974860437721,97
178,position_only,0.03204345703125,4.963826387447,96
178,rotor,0.0308837890625,5.017006425306,200
178,round_only,0.0308837890625,5.017006425306,200
179,static,0.03277587890625,4.931221722015,99
179,position_only,0.03094482421875,5.014158062997,103
179,rotor,0.0318450927734375,4.972785114840,191
179,round_only,0.0318450927734375,4.972785114840,191
180,static,0.03082275390625,5.019860422361,99
180,position_only,0.02996826171875,5.060420785685,93
180,rotor,0.0308990478515625,5.016293807341,189
180,round_only,0.0308990478515625,5.016293807341,189
181,static,0.032470703125,4.944717564499,95
181,position_only,0.0321044921875,4.961081010708,102
181,rotor,0.0324554443359375,4.945395682039,197
181,round_only,0.0324554443359375,4.945395682039,197
182,static,0.031494140625,4.988772744577,96
182,position_only,0.03131103515625,4.997184984393,102
182,rotor,0.0324249267578125,4.946752874088,202
182,round_only,0.0324249267578125,4.946752874088,202
183,static,0.03082275390625,5.019860422361,100
183,position_only,0.0303955078125,5.039998067932,97
183,rotor,0.0315704345703125,4.985282070140,200
183,round_only,0.0315704345703125,4.985282070140,200
184,static,0.02978515625,5.069262662437,99
184,position_only,0.0316162109375,4.983191712313,100
184,rotor,0.031829833984375,4.973476557480,199
184,round_only,0.031829833984375,4.973476557480,199
185,static,0.03155517578125,4.985979529685,100
185,position_only,0.0323486328125,4.950151450549,98
185,rotor,0.031890869140625,4.970712773032,204
185,round_only,0.031890869140625,4.970712773032,204
186,static,0.03216552734375,4.958340848363,102
186,position_only,0.03179931640625,4.974860437721,99
186,rotor,0.0327301025390625,4.933238067613,195
186,round_only,0.0327301025390625,4.933238067613,195
187,static,0.03131103515625,4.997184984393,96
187,position_only,0.03216552734375,4.958340848363,90
187,rotor,0.0315093994140625,4.988073933693,199
187,round_only,0.0315093994140625,4.988073933693,199
188,static,0.03106689453125,5.008478153924,98
188,position_only,0.03131103515625,4.997184984393,94
188,rotor,0.031463623046875,4.990171382632,193
188,round_only,0.031463623046875,4.990171382632,193
189,static,0.03155517578125,4.985979529685,95
189,position_only,0.0325927734375,4.939304068312,100
189,rotor,0.0313873291015625,4.993673921475,199
189,round_only,0.0313873291015625,4.993673921475,199
190,static,0.03179931640625,4.974860437721,96
190,position_only,0.03179931640625,4.974860437721,98
190,rotor,0.0316314697265625,4.982495598891,197
190,round_only,0.0316314697265625,4.982495598891,197
191,static,0.03265380859375,4.936604918711,94
191,position_only,0.03076171875,5.022720076500,97
191,rotor,0.032135009765625,4.959710278974,184
191,round_only,0.032135009765625,4.959710278974,184
192,static,0.03350830078125,4.899337660995,105
192,position_only,0.03216552734375,4.958340848363,99
192,rotor,0.0323638916015625,4.949471094469,202
192,round_only,0.0323638916015625,4.949471094469,202
193,static,0.03253173828125,4.942008277241,96
193,position_only,0.03265380859375,4.936604918711,98
193,rotor,0.032623291015625,4.937953862280,195
193,round_only,0.032623291015625,4.937953862280,195
194,static,0.0311279296875,5.005646563141,96
194,position_only,0.03179931640625,4.974860437721,103
194,rotor,0.0319366455078125,4.968643403744,199
194,round_only,0.0319366455078125,4.968643403744,199
195,static,0.03070068359375,5.025585410194,97
195,position_only,0.03033447265625,5.042897958438,96
195,rotor,0.0311126708984375,5.006353939983,199
195,round_only,0.0311126708984375,5.006353939983,199
196,static,0.03155517578125,4.985979529685,100
196,position_only,0.03070068359375,5.025585410194,98
196,rotor,0.0314788818359375,4.989471894114,201
196,round_only,0.0314788818359375,4.989471894114,201
197,static,0.0323486328125,4.950151450549,95
197,position_only,0.0316162109375,4.983191712313,96
197,rotor,0.0321502685546875,4.959025401183,186
197,round_only,0.0321502685546875,4.959025401183,186
198,static,0.032470703125,4.944717564499,99
198,position_only,0.03216552734375,4.958340848363,95
198,rotor,0.0319671630859375,4.967265471413,196
198,round_only,0.0319671630859375,4.967265471413,196
199,static,0.03143310546875,4.991571377929,96
199,position_only,0.031494140625,4.988772744577,98
199,rotor,0.031280517578125,4.998591805607,190
199,round_only,0.031280517578125,4.998591805607,190
200,static,0.0343017578125,4.865573679779,97
200,position_only,0.0321044921875,4.961081010708,98
200,rotor,0.032928466796875,4.924520850512,196
200,round_only,0.032928466796875,4.924520850512,196
201,static,0.0328369140625,4.928537637443,89
201,position_only,0.03118896484375,5.002820519062,99
201,rotor,0.0316314697265625,4.982495598891,192
201,round_only,0.0316314697265625,4.982495598891,192
202,static,0.0321044921875,4.961081010708,99
202,position_only,0.03155517578125,4.985979529685,99
202,rotor,0.0316925048828125,4.979714499155,194
202,round_only,0.0316925048828125,4.979714499155,194
203,static,0.0325927734375,4.939304068312,98
203,position_only,0.03289794921875,4.925858537247,97
203,rotor,0.0324249267578125,4.946752874088,195
203,round_only,0.0324249267578125,4.946752874088,195
204,static,0.031494140625,4.988772744577,100
204,position_only,0.03125,5.000000000000,101
204,rotor,0.0317840576171875,4.975552875959,209
204,round_only,0.0317840576171875,4.975552875959,209
205,static,0.0313720703125,4.994375450806,95
205,position_only,0.03314208984375,4.915191612196,101
205,rotor,0.0321197509765625,4.960395482046,199
205,round_only,0.0321197509765625,4.960395482046,199
206,static,0.0325927734375,4.939304068312,97
206,position_only,0.03125,5.000000000000,101
206,rotor,0.0312957763671875,4.997888223520,198
206,round_only,0.0312957763671875,4.997888223520,198
207,static,0.0308837890625,5.017006425306,102
207,position_only,0.03265380859375,4.936604918711,96
207,rotor,0.0312652587890625,4.999295730989,199
207,round_only,0.0312652587890625,4.999295730989,199
208,static,0.03167724609375,4.980409271642,99
208,position_only,0.031982421875,4.966576998463,101
208,rotor,0.03204345703125,4.963826387447,192
208,round_only,0.03204345703125,4.963826387447,192
209,static,0.03179931640625,4.974860437721,106
209,position_only,0.03118896484375,5.002820519062,91
209,rotor,0.031036376953125,5.009896036143,192
209,round_only,0.031036376953125,5.009896036143,192
210,static,0.02972412109375,5.072222037918,101
210,position_only,0.02947998046875,5.084120621164,99
210,rotor,0.03106689453125,5.008478153924,203
210,round_only,0.03106689453125,5.008478153924,203
211,static,0.030029296875,5.057485494661,101
211,position_only,0.0325927734375,4.939304068312,102
211,rotor,0.0316314697265625,4.982495598891,203
211,round_only,0.0316314697265625,4.982495598891,203
212,static,0.0323486328125,4.950151450549,97
212,position_only,0.0328369140625,4.928537637443,103
212,rotor,0.0323333740234375,4.950832127628,194
212,round_only,0.0323333740234375,4.950832127628,194
213,static,0.03216552734375,4.958340848363,96
213,position_only,0.033203125,4.912537158750,98
213,rotor,0.0318603515625,4.972094003430,178
213,round_only,0.0318603515625,4.972094003430,178
214,static,0.0308837890625,5.017006425306,101
214,position_only,0.03167724609375,4.980409271642,108
214,rotor,0.03131103515625,4.997184984393,196
214,round_only,0.03131103515625,4.997184984393,196
215,static,0.03143310546875,4.991571377929,98
215,position_only,0.03094482421875,5.014158062997,96
215,rotor,0.031402587890625,4.992972733106,212
215,round_only,0.031402587890625,4.992972733106,212
216,static,0.031982421875,4.966576998463,104
216,position_only,0.0316162109375,4.983191712313,94
216,rotor,0.0319671630859375,4.967265471413,197
216,round_only,0.0319671630859375,4.967265471413,197
217,static,0.03240966796875,4.947431949196,99
217,position_only,0.03228759765625,4.952876087886,96
217,rotor,0.032562255859375,4.940655539176,194
217,round_only,0.032562255859375,4.940655539176,194
218,static,0.0321044921875,4.961081010708,100
218,position_only,0.03033447265625,5.042897958438,92
218,rotor,0.0317230224609375,4.978325957142,195
218,round_only,0.0317230224609375,4.978325957142,195
219,static,0.03045654296875,5.037103994663,103
219,position_only,0.03265380859375,4.936604918711,96
219,rotor,0.03143310546875,4.991571377929,201
219,round_only,0.03143310546875,4.991571377929,201
220,static,0.031982421875,4.966576998463,103
220,position_only,0.0323486328125,4.950151450549,93
220,rotor,0.03192138671875,4.969332863753,192
220,round_only,0.03192138671875,4.969332863753,192
221,static,0.0311279296875,5.005646563141,103
221,position_only,0.0301513671875,5.051632768415,101
221,rotor,0.031341552734375,4.995779533682,198
221,round_only,0.031341552734375,4.995779533682,198
222,static,0.03070068359375,5.025585410194,97
222,position_only,0.03118896484375,5.002820519062,97
222,rotor,0.03106689453125,5.008478153924,197
222,round_only,0.03106689453125,5.008478153924,197
223,static,0.03125,5.000000000000,103
223,position_only,0.03143310546875,4.991571377929,97
223,rotor,0.03155517578125,4.985979529685,203
223,round_only,0.03155517578125,4.985979529685,203
224,static,0.032958984375,4.923184402949,95
224,position_only,0.03375244140625,4.888864329765,95
224,rotor,0.03228759765625,4.952876087886,200
224,round_only,0.03228759765625,4.952876087886,200
225,static,0.03094482421875,5.014158062997,93
225,position_only,0.0325927734375,4.939304068312,96
225,rotor,0.032135009765625,4.959710278974,197
225,round_only,0.032135009765625,4.959710278974,197
226,static,0.03082275390625,5.019860422361,95
226,position_only,0.031005859375,5.011315313228,94
226,rotor,0.0311431884765625,5.004939532967,192
226,round_only,0.0311431884765625,5.004939532967,192
227,static,0.03192138671875,4.969332863753,92
227,position_only,0.03118896484375,5.002820519062,95
227,rotor,0.0318603515625,4.972094003430,191
227,round_only,0.0318603515625,4.972094003430,191
228,static,0.0323486328125,4.950151450549,95
228,position_only,0.03228759765625,4.952876087886,104
228,rotor,0.0319061279296875,4.970022653410,197
228,round_only,0.0319061279296875,4.970022653410,197
229,static,0.03057861328125,5.031333206805,100
229,position_only,0.0306396484375,5.028456446049,96
229,rotor,0.0312042236328125,5.002114872171,200
229,round_only,0.0312042236328125,5.002114872171,200
230,static,0.031494140625,4.988772744577,98
230,position_only,0.03179931640625,4.974860437721,95
230,rotor,0.0312957763671875,4.997888223520,204
230,round_only,0.0312957763671875,4.997888223520,204
231,static,0.03173828125,4.977632186972,94
231,position_only,0.03173828125,4.977632186972,99
231,rotor,0.0318450927734375,4.972785114840,204
231,round_only,0.0318450927734375,4.972785114840,204
232,static,0.03204345703125,4.963826387447,94
232,position_only,0.03070068359375,5.025585410194,101
232,rotor,0.0305938720703125,5.030613478658,203
232,round_only,0.0305938720703125,5.030613478658,203
233,static,0.03125,5.000000000000,97
233,position_only,0.032470703125,4.944717564499,97
233,rotor,0.0314483642578125,4.990871210461,195
233,round_only,0.0314483642578125,4.990871210461,195
234,static,0.0325927734375,4.939304068312,108
234,position_only,0.03118896484375,5.002820519062,98
234,rotor,0.0316619873046875,4.981104378878,203
234,round_only,0.0316619873046875,4.981104378878,203
235,static,0.03271484375,4.933910809542,104
235,position_only,0.03094482421875,5.014158062997,103
235,rotor,0.03192138671875,4.969332863753,212
235,round_only,0.03192138671875,4.969332863753,212
236,static,0.0338134765625,4.886257833951,94
236,position_only,0.0318603515625,4.972094003430,99
236,rotor,0.03167724609375,4.980409271642,192
236,round_only,0.03167724609375,4.980409271642,192
237,static,0.0301513671875,5.051632768415,98
237,position_only,0.03143310546875,4.991571377929,94
237,rotor,0.0313873291015625,4.993673921475,189
237,round_only,0.0313873291015625,4.993673921475,189
238,static,0.03179931640625,4.974860437721,101
238,position_only,0.03369140625,4.891475543222,98
238,rotor,0.0318450927734375,4.972785114840,190
238,round_only,0.0318450927734375,4.972785114840,190
239,static,0.03228759765625,4.952876087886,93
239,position_only,0.03363037109375,4.894091491429,100
239,rotor,0.0312957763671875,4.997888223520,197
239,round_only,0.0312957763671875,4.997888223520,197
240,static,0.031005859375,5.011315313228,90
240,position_only,0.0302734375,5.045803689613,92
240,rotor,0.0313262939453125,4.996482087891,187
240,round_only,0.0313262939453125,4.996482087891,187
241,static,0.03228759765625,4.952876087886,98
241,position_only,0.03118896484375,5.002820519062,96
241,rotor,0.0318756103515625,4.971403222933,203
241,round_only,0.0318756103515625,4.971403222933,203
242,static,0.0316162109375,4.983191712313,100
242,position_only,0.03057861328125,5.031333206805,104
242,rotor,0.03167724609375,4.980409271642,197
242,round_only,0.03167724609375,4.980409271642,197
243,static,0.03271484375,4.933910809542,100
243,position_only,0.03228759765625,4.952876087886,100
243,rotor,0.03179931640625,4.974860437721,198
243,round_only,0.03179931640625,4.974860437721,198
244,static,0.0321044921875,4.961081010708,100
244,position_only,0.0323486328125,4.950151450549,93
244,rotor,0.0323638916015625,4.949471094469,194
244,round_only,0.0323638916015625,4.949471094469,194
245,static,0.0313720703125,4.994375450806,93
245,position_only,0.03179931640625,4.974860437721,96
245,rotor,0.0316009521484375,4.983888161779,199
245,round_only,0.0316009521484375,4.983888161779,199
246,static,0.03179931640625,4.974860437721,94
246,position_only,0.0318603515625,4.972094003430,96
246,rotor,0.03167724609375,4.980409271642,194
246,round_only,0.03167724609375,4.980409271642,194
247,static,0.0303955078125,5.039998067932,99
247,position_only,0.0302734375,5.045803689613,99
247,rotor,0.03143310546875,4.991571377929,195
247,round_only,0.03143310546875,4.991571377929,195
248,static,0.0301513671875,5.051632768415,98
248,position_only,0.02984619140625,5.066309345048,97
248,rotor,0.030731201171875,5.024152031993,195
248,round_only,0.030731201171875,5.024152031993,195
249,static,0.03070068359375,5.025585410194,94
249,position_only,0.03179931640625,4.974860437721,100
249,rotor,0.0311737060546875,5.003526511267,197
249,round_only,0.0311737060546875,5.003526511267,197
250,static,0.03155517578125,4.985979529685,91
250,position_only,0.0313720703125,4.994375450806,92
250,rotor,0.0312042236328125,5.002114872171,200
250,round_only,0.0312042236328125,5.002114872171,200
251,static,0.0302734375,5.045803689613,99
251,position_only,0.0306396484375,5.028456446049,102
251,rotor,0.0310516357421875,5.009186920846,193
251,round_only,0.0310516357421875,5.009186920846,193
252,static,0.03070068359375,5.025585410194,98
252,position_only,0.03070068359375,5.025585410194,92
252,rotor,0.031646728515625,4.981799821187,196
252,round_only,0.031646728515625,4.981799821187,196
253,static,0.0303955078125,5.039998067932,95
253,position_only,0.0313720703125,4.994375450806,101
253,rotor,0.0310821533203125,5.007769735034,193
253,round_only,0.0310821533203125,5.007769735034,193
254,static,0.03143310546875,4.991571377929,103
254,position_only,0.03179931640625,4.974860437721,97
254,rotor,0.0314483642578125,4.990871210461,202
254,round_only,0.0314483642578125,4.990871210461,202
255,static,0.03143310546875,4.991571377929,98
255,position_only,0.03363037109375,4.894091491429,93
255,rotor,0.0310516357421875,5.009186920846,194
255,round_only,0.0310516357421875,5.009186920846,194
